"85","1976-06-04","1556.27","823","1979-03-17","18","Mira",
"86","1987-09-03","7263.27","853","1976-05-11","15","Mira",
"87","1971-10-04","4333.94","426","1981-07-14","9"," Polu",
"88","2012-09-30","3132.22","108","1974-11-27","15","Mira",
"89","2018-07-05","8095.77","863","1981-06-03","18"," Skel",
"90","1988-06-05","8956.06","319","1978-01-12","13"," Skel",
"91","1982-04-26","2498.83","950","1978-05-24","7"," Skel",
"92","2000-11-07","5144","560","1996-02-24","1"," Skel",
"93","1975-03-28","4105.89","237","1989-01-31","2"," Skel",
"94","2006-01-06","4448.27","408","1993-05-22","7"," Polu",
"95","1992-05-06","2870.52","378","1994-05-06","11"," Polu",
"96","1972-11-12","3303.61","972","1978-08-12","1"," Polu",
"97","1974-05-18","2764.85","938","1978-06-16","14","Mira",
"98","2019-04-12","7314.64","176","1987-02-21","20"," Polu",
"99","2017-09-21","4008.14","205","1972-04-20","16"," Polu",
"100","1998-11-02","3288.35","187","1982-09-01","12"," Polu",
"101","1988-05-27","5639.9","627","1995-06-12","9","Mira",
"102","2006-08-07","9318.68","761","1989-12-12","9"," Skel",
"103","2002-09-05","5079.07","581","1980-11-14","6"," Skel",
"104","2007-11-28","1638.26","618","1981-10-11","14"," Polu",
"105","1973-10-10","5962.86","782","1989-08-03","19"," Polu",
"106","2004-02-18","5600.31","574","1981-10-21","18"," Skel",
"107","2015-11-27","4620.13","404","1971-11-18","3"," Polu",
"108","1991-02-10","3416.13","488","1999-09-12","18"," Skel",
"109","1988-06-26","3900.54","3","1987-03-24","14","Mira",
"110","1984-04-07","4910.02","64","1984-11-01","18","Mira",
"111","1990-07-06","3054.64","119","1998-02-18","8"," Skel",
"112","2008-02-14","8193.14","666","1973-09-13","11"," Polu",
"113","1981-05-09","6968.48","203","1984-08-18","1"," Polu",
"114","1974-04-07","4067.98","111","1975-06-04","15","Mira",
"115","1995-12-04","3420.38","282","1987-08-19","13"," Polu",
"116","1982-02-17","5182.5","966","1981-05-13","18"," Polu",
"117","1976-06-14","9083.49","634","1971-05-06","10"," Skel",
"118","1979-02-21","7398.66","983","1976-04-15","1"," Skel",
"119","1998-10-29","8258.44","254","1988-02-09","13","Mira",
"120","1995-07-23","2957.56","556","1989-03-04","7","Mira",
"121","2019-09-19","7270.49","958","1984-07-31","14","Mira",
"122","2011-08-22","6590.26","668","1976-03-11","19","Mira",
"123","1971-10-06","7749.71","766","1973-02-04","8"," Polu",
"124","1983-08-16","8277.32","896","1971-11-21","15","Mira",
"125","1993-09-04","3227.61","306","1989-12-25","6"," Polu",
"126","2000-09-17","1583.72","764","1996-08-01","19"," Skel",
"127","2018-04-22","6430.71","696","1993-11-13","15"," Skel",
"128","1973-11-01","7643.43","225","1983-05-03","20"," Polu",
"129","1992-01-09","7531.62","316","1996-09-02","18","Mira",
"130","1986-09-10","6979.03","500","1996-09-29","11"," Skel",
"131","2019-05-16","7574.47","560","1983-07-14","12"," Skel",
"132","1994-06-01","1920.73","344","1989-07-13","7"," Skel",
"133","1996-10-08","5881.55","120","1975-11-20","19"," Polu",
"134","1986-07-01","5190.71","279","1978-03-07","17","Mira",
"135","1995-09-03","9473.75","976","1982-05-19","20"," Skel",
"136","1974-12-22","7553.99","692","1981-07-14","17","Mira",
"137","2019-02-21","8593.29","258","1988-10-09","15","Mira",
"138","2018-10-10","3654.8","575","1991-02-16","2"," Polu",
"139","1974-09-30","6480.75","791","1990-04-24","15"," Polu",
"140","1994-10-04","8645.1","300","1998-12-10","9"," Polu",
"141","1987-02-06","1481.24","116","1989-02-06","20"," Polu",
"142","1984-07-18","4241.31","804","1985-11-01","2"," Polu",
"143","2017-08-21","5111.26","263","1998-09-19","19"," Skel",
"144","1998-10-17","2845.47","567","1985-02-09","1","Mira",
"145","1980-03-05","8748.35","379","1993-08-12","17","Mira",
"146","1999-12-14","8663.79","131","1996-10-06","12"," Polu",
"147","1986-10-30","5433.41","378","1972-01-28","19"," Skel",
"148","1999-03-03","5182.1","960","1992-07-01","6","Mira",
"149","2020-05-11","4401.78","190","1982-10-15","13"," Skel",
"150","2000-08-16","1991.83","953","1974-06-09","11"," Polu",
"151","1980-02-15","3123.06","85","1992-05-03","12","Mira",
"152","1988-03-02","5017.8","51","1995-04-01","6"," Skel",
"153","2013-01-15","5629.86","54","1998-12-25","10","Mira",
"154","1997-01-31","4385.17","130","1993-08-27","19","Mira",
"155","2014-12-15","3919.23","896","1975-01-07","20","Mira",
"156","1997-05-30","8700.78","462","1990-01-11","15","Mira",
"157","1982-04-14","7404.95","644","1991-05-17","17","Mira",
"158","2012-03-24","1468.11","111","1983-01-23","15","Mira",
"159","2012-10-10","8887.91","273","1980-12-30","15"," Skel",
"160","2019-12-30","3830.25","592","1978-01-06","15"," Polu",
"161","2013-09-16","4862.4","679","1982-05-27","5"," Polu",
"162","1994-01-25","6993.14","416","1980-05-26","6"," Polu",
"163","1972-10-24","2691.17","795","1987-11-23","1"," Polu",
"164","2007-10-13","2187.78","731","1986-05-31","4"," Polu",
"165","2018-12-17","7330.13","846","1985-04-30","3"," Polu",
"166","1976-08-18","2589.27","378","1999-12-20","20"," Skel",
"167","1993-05-26","9270.11","802","1991-01-04","20"," Skel",
"168","1997-05-12","9198.47","421","1999-09-19","17","Mira",
"169","2020-08-13","5128.99","72","1988-04-10","2"," Polu",
"170","1975-02-17","9901.59","843","1990-10-27","15"," Skel",
"171","2015-02-01","1813.93","907","1990-06-18","6"," Skel",
"172","1983-05-18","3784.05","796","1999-07-04","2"," Skel",
"173","1984-03-09","8641.64","83","1979-02-03","16"," Skel",
"174","1979-12-23","9132.73","261","1996-01-24","4","Mira",
"175","1987-09-30","6345.63","911","1999-05-04","2","Mira",
"176","1983-09-21","5528.29","750","1993-10-11","12"," Skel",
"177","1989-10-19","7365.57","863","1990-06-21","15"," Skel",
"178","1970-04-06","8369.46","302","1998-05-31","20"," Skel",
"179","1987-04-21","6243.86","360","1986-11-20","17","Mira",
"180","1998-08-29","4720.85","64","1992-10-24","7","Mira",
"181","1972-02-27","2643.83","625","1975-10-12","11","Mira",
"182","1997-02-12","9505.86","743","1990-06-14","9"," Skel",
"183","2003-03-25","7605.6","133","1991-10-25","13"," Polu",
"184","2002-12-23","4667.72","481","1972-06-07","20","Mira",
"185","1974-06-28","9400.25","983","1976-08-14","8","Mira",
"186","1984-01-03","4936.7","600","1982-09-05","12"," Skel",
"187","1983-07-28","4660.75","971","1993-03-23","15"," Polu",
"188","2002-12-17","8298.34","706","1980-02-25","5"," Polu",
"189","1979-07-10","5400.35","189","1993-01-28","7"," Skel",
"190","2006-11-26","5858.38","432","1994-09-26","9"," Skel",
"191","2014-09-07","6398.44","502","1985-07-05","19"," Skel",
"192","2016-02-24","4113.91","568","1982-11-25","12"," Polu",
"193","1988-12-24","8752.05","296","1978-09-03","15"," Skel",
"194","1979-07-08","3422.39","473","1984-04-29","20","Mira",
"195","1975-05-14","4808.03","640","1993-12-27","15"," Polu",
"196","2005-03-11","9526.29","328","1970-04-30","17","Mira",
"197","2010-10-05","3940.95","545","1972-10-16","20"," Skel",
"198","2020-08-24","2064.54","56","1990-03-10","15"," Polu",
"199","2015-05-30","2279.75","361","1975-10-25","14","Mira",
"200","1992-07-03","9578.29","617","1983-11-03","2","Mira",
"201","1982-03-23","5645.32","228","1986-01-30","9"," Skel",
"202","1980-01-12","3987.85","870","1974-10-22","19"," Skel",
"203","1989-05-11","9312.32","148","1993-03-10","3"," Skel",
"204","2002-03-09","7323.25","488","1971-12-11","4"," Skel",
"205","1990-10-02","3560.76","477","1984-01-01","3"," Skel",
"206","2017-02-27","9740.08","744","1983-02-05","5","Mira",
"207","1978-03-06","6737.88","952","1994-01-20","16"," Skel",
"208","1971-07-16","9746.81","700","1987-05-21","17"," Skel",
"209","2001-06-08","8408.26","791","1978-05-01","4","Mira",
"210","1989-01-02","5032.42","894","1999-02-09","13"," Skel",
"211","2015-05-16","3673.22","885","1988-11-10","4"," Skel",
"212","1991-10-05","5982.76","506","1981-03-03","15"," Skel",
"213","1975-04-22","7908.36","382","1986-03-14","1"," Polu",
"214","1985-07-10","2580.43","873","1995-05-13","16","Mira",
"215","2005-01-28","5703.82","857","1993-09-09","15"," Polu",
"216","1984-02-12","1450.19","515","1978-12-23","8"," Skel",
"217","1973-12-03","4850.83","774","1985-06-15","8","Mira",
"218","1995-09-02","7305.7","41","1999-12-31","9","Mira",
"219","2004-03-05","9433.16","982","1994-07-16","12"," Polu",
"220","2011-01-30","8100.47","433","1993-12-09","15"," Skel",
"221","1984-09-14","6673.2","826","1977-03-15","18"," Polu",
"222","1984-08-22","6499.39","310","1973-05-09","11"," Polu",
"223","1986-09-12","5849.29","617","1973-07-05","6","Mira",
"224","2017-01-13","1894.99","590","1975-07-06","12","Mira",
"225","2013-10-07","5634.75","284","1987-07-01","11"," Polu",
"226","1979-12-09","6364.09","851","1989-09-22","1"," Polu",
"227","1996-09-22","9545.63","316","1974-11-12","9","Mira",
"228","1999-05-18","3784.65","697","1974-11-19","10"," Polu",
"229","1998-08-03","5370.89","639","1980-08-22","15","Mira",
"230","1981-07-02","1582.26","284","1978-08-03","2"," Polu",
"231","1984-10-31","8438.2","157","1989-01-06","11"," Skel",
"232","2013-07-23","7340.95","879","1973-12-15","3"," Skel",
"233","1999-11-29","6013.3","547","1996-01-18","1","Mira",
"234","2018-07-16","4205.26","119","1986-08-25","14"," Polu",
"235","1994-11-01","2849.29","398","1990-02-07","7"," Polu",
"236","2020-07-02","5390.65","827","1994-02-27","3"," Skel",
"237","1986-07-25","4749.36","939","1994-12-31","18"," Skel",
"238","1999-09-16","9762.51","678","1980-02-22","3","Mira",
"239","1976-11-01","2450","986","1997-10-22","19","Mira",
"240","1977-10-28","5916.47","435","1999-06-03","2"," Polu",
"241","1993-10-07","9576.41","968","1999-11-11","15"," Skel",
"242","2005-02-24","4098.97","378","1980-07-03","3"," Polu",
"243","1983-12-23","9277.02","229","1989-06-20","16"," Skel",
"244","1982-06-05","2830.32","123","1998-07-28","15","Mira",
"245","1996-04-18","2034.36","326","1988-09-28","19"," Polu",
"246","2005-01-07","3409.53","347","1980-11-03","10"," Polu",
"247","1997-03-27","6988.76","818","1982-06-11","3","Mira",
"248","1998-10-26","4882.63","150","1986-08-08","7"," Polu",
"249","1997-03-28","8355.07","807","1987-02-26","19","Mira",
"250","2006-06-23","6774.61","912","1980-11-09","15","Mira",
"251","1985-09-05","6945.54","133","1987-03-14","2"," Skel",
"252","1986-12-28","4831.32","277","1989-04-12","17"," Skel",
"253","1990-12-24","1577.43","297","1996-03-31","6"," Polu",
"254","1995-12-13","1683.86","48","1978-03-11","7","Mira",
"255","1990-08-13","4188.51","265","1986-05-12","9","Mira",
"256","1995-11-10","3832.88","250","1998-09-17","16"," Skel",
"257","2015-06-03","3834.6","511","1997-09-26","7"," Polu",
"258","2016-02-08","1524.22","64","1977-08-09","17"," Skel",
"259","2003-10-11","9543.7","484","1983-05-15","6"," Skel",
"260","2012-06-18","2810.08","594","1989-10-13","2"," Polu",
"261","1978-04-10","3279.87","944","1998-11-29","18"," Polu",
"262","1971-03-20","3105.56","356","1980-02-17","17"," Polu",
"263","1991-05-10","4083.31","626","1996-01-26","5"," Polu",
"264","1989-08-14","3349.95","431","1983-02-13","18","Mira",
"265","1975-09-04","6175.09","636","1983-08-21","11","Mira",
"266","1970-04-04","6649.17","680","1981-12-13","12"," Skel",
"267","1983-11-21","5301.83","819","1984-01-19","20"," Polu",
"268","1999-05-17","3163.28","844","1996-10-05","8","Mira",
"269","1998-07-18","7160.71","392","1999-06-06","14"," Polu",
"270","2013-10-16","7096.94","844","1993-12-09","19"," Polu",
"271","2004-10-26","1413.95","13","1975-10-05","10","Mira",
"272","2016-11-24","7110.23","196","1971-11-10","8"," Skel",
"273","1999-03-18","2524.6","134","1983-12-30","2"," Skel",
"274","1983-08-18","4524.79","13","1999-03-18","6"," Skel",
"275","2006-09-15","9611.55","979","1976-10-02","3"," Skel",
"276","2000-01-23","6981.4","461","1999-08-30","1"," Polu",
"277","1987-03-03","3681.69","793","1982-01-21","16","Mira",
"278","2003-01-25","1745.43","851","1979-03-14","6"," Skel",
"279","1991-06-24","4628.69","141","1987-08-13","7","Mira",
"280","2007-05-03","3782.44","810","1995-04-29","15","Mira",
"281","1970-03-03","4980.32","492","1982-05-22","1","Mira",
"282","1992-08-11","8404.35","561","1985-08-23","9"," Skel",
"283","1994-01-09","7284.17","629","1977-03-13","11"," Skel",
"284","1992-03-07","4775.24","773","1975-05-03","6"," Skel",
"285","1971-07-29","4910.34","458","1970-06-27","15"," Skel",
"286","1999-01-11","9200.23","607","1988-02-02","19","Mira",
"287","1988-12-19","6301.71","893","1970-11-14","2"," Skel",
"288","2001-10-18","6902.2","714","1992-09-24","2"," Polu",
"289","1990-10-18","1900.12","627","1971-07-22","16"," Polu",
"290","2004-06-27","9827.29","301","1978-10-11","7"," Polu",
"291","1991-04-29","9684.6","662","1981-06-03","4","Mira",
"292","2007-05-17","6849.73","488","1978-11-11","14"," Polu",
"293","1997-05-16","8769.98","880","1971-07-07","4","Mira",
"294","2012-10-19","3819.75","269","1992-04-22","8","Mira",
"295","1995-07-27","3230.91","449","1973-01-01","12","Mira",
"296","2004-07-23","9679.38","229","1984-12-06","14"," Skel",
"297","1971-09-24","5179.87","969","1976-01-13","19"," Polu",
"298","2011-06-27","8981.1","251","1973-06-15","12","Mira",
"299","1992-11-20","3086.99","756","1996-08-25","2"," Skel",
"300","2016-07-08","2715.48","297","1980-06-18","13"," Polu",
"301","2019-04-09","5472.43","862","1982-01-10","10"," Polu",
"302","1987-07-03","4687.29","85","1971-05-13","11"," Skel",
"303","1994-08-08","8176.2","849","1998-03-06","1"," Skel",
"304","2019-07-08","6031.24","933","1976-10-24","12","Mira",
"305","1971-08-03","4843.62","163","1978-06-12","17"," Skel",
"306","1970-03-18","8227.33","396","1980-03-31","3"," Polu",
"307","1976-11-04","1883.95","211","1983-09-10","12"," Polu",
"308","2012-03-11","6308.53","200","1997-01-27","12"," Skel",
"309","1999-08-03","4511.6","986","1976-06-03","9"," Polu",
"310","1985-05-23","5094.74","308","1992-11-14","19"," Polu",
"311","1970-04-29","3820.15","578","1997-05-30","7"," Polu",
"312","2004-09-05","2039.6","740","1994-12-26","9"," Polu",
"313","2013-05-29","4202.97","779","1995-08-25","7"," Skel",
"314","2011-05-07","3861.41","671","1988-05-27","18","Mira",
"315","1978-07-15","9040.51","591","1980-12-27","14","Mira",
"316","2010-07-30","6538.09","67","1973-05-04","2","Mira",
"317","2007-02-14","9528","825","1990-04-16","17","Mira",
"318","2020-09-23","2237.42","179","1995-11-15","16","Mira",
"319","1998-08-07","3435.46","931","1975-06-09","4","Mira",
"320","1970-09-12","3333.61","709","1975-12-15","12"," Polu",
"321","1982-03-29","2640.38","721","1993-08-14","2"," Polu",
"322","2018-08-02","1359.28","956","1986-09-28","7","Mira",
"323","1991-07-10","9788.51","840","1990-11-18","5"," Skel",
"324","2017-06-27","6520.97","96","1972-05-31","5"," Polu",
"325","1985-09-14","1375.31","185","1990-05-16","15"," Polu",
"326","1990-03-04","9385.99","190","1986-04-04","16"," Skel",
"327","2013-09-20","6143.08","991","1981-08-17","19"," Skel",
"328","1990-07-19","3358.66","981","1972-04-27","13"," Skel",
"329","1971-12-20","2000.09","795","1976-12-01","7"," Skel",
"330","2000-10-04","6632.56","261","1992-10-31","20"," Skel",
"331","2002-08-12","7033.01","15","1978-08-15","5","Mira",
"332","1994-03-13","9350.2","54","1988-08-06","17"," Polu",
"333","1986-09-28","9031.22","594","1977-05-07","11"," Polu",
"334","1990-04-16","2852.59","997","1981-11-07","5"," Polu",
"335","2002-08-23","6403.65","234","1970-04-07","9"," Polu",
"336","1980-07-13","4771.45","783","1984-04-13","7"," Polu",
"337","2001-01-18","8554.85","676","1987-09-27","8"," Polu",
"338","1992-07-09","3592.9","933","1990-08-28","1"," Skel",
"339","2020-01-08","4994.72","519","1999-05-08","19"," Polu",
"340","2018-12-06","6077.61","30","1976-06-03","17","Mira",
"341","2018-10-14","4318.11","848","1996-06-16","19"," Skel",
"342","2017-06-19","9650.7","758","1977-06-17","5"," Polu",
"343","1974-07-28","5046.97","353","1972-11-14","5"," Skel",
"344","1987-02-20","4826.67","81","1973-02-12","6","Mira",
"345","1993-05-09","3013.14","897","1987-01-23","2"," Polu",
"346","1974-04-21","9423.9","146","1988-06-30","19"," Skel",
"347","2013-05-16","7047.07","572","1993-05-31","8"," Skel",
"348","2012-09-24","8036.34","815","1980-03-07","18"," Skel",
"349","1988-04-04","9381.76","672","1980-03-25","14"," Skel",
"350","2017-05-23","7004.96","270","1990-12-11","11","Mira",
"351","1998-04-22","3200.5","102","1997-04-27","10","Mira",
"352","2008-11-21","9425.95","85","1986-04-03","16"," Skel",
"353","1988-09-03","8018.99","477","1999-09-21","18"," Polu",
"354","1985-07-13","1773.8","273","1977-02-01","15"," Skel",
"355","2013-09-15","5222.88","406","1995-02-25","1"," Polu",
"356","2003-05-18","9868.43","83","1986-02-22","12"," Polu",
"357","2003-12-12","3107.62","91","1976-04-17","10"," Skel",
"358","2007-03-29","7866.1","213","1999-01-24","19"," Skel",
"359","2019-05-22","2064.08","846","1985-08-27","5"," Skel",
"360","2006-07-09","3671.83","879","1997-06-28","17"," Skel",
"361","2011-05-29","2629.03","154","1987-05-10","19"," Polu",
"362","1987-05-14","5567.47","24","1997-06-20","10","Mira",
"363","2004-06-10","3556.69","106","1993-02-10","14"," Polu",
"364","1985-06-05","2924.17","598","1992-06-13","9"," Skel",
"365","2019-12-16","8707.87","843","1972-05-26","15"," Skel",
"366","2019-08-15","6841.28","892","1995-03-13","2"," Skel",
"367","1993-11-29","5839.08","388","1977-03-13","15"," Polu",
"368","1989-09-24","7602.28","506","1988-04-21","3"," Polu",
"369","2005-07-30","2766.58","124","1978-06-09","2"," Polu",
"370","1997-08-14","7408.03","739","1979-07-13","13"," Skel",
"371","1978-06-08","2432.19","786","1999-02-11","19","Mira",
"372","2001-12-25","4294.06","49","1999-12-13","1","Mira",
"373","1992-11-21","7913.4","69","1984-05-21","18"," Skel",
"374","1981-03-05","9629.2","209","1986-02-27","3","Mira",
"375","1975-06-13","8007.11","308","1987-02-03","6","Mira",
"376","1970-01-17","4521.27","953","1987-08-23","20","Mira",
"377","2015-11-07","5055.27","186","1986-02-19","2"," Skel",
"378","2018-02-11","1209.64","968","1992-03-30","14"," Skel",
"379","1992-02-26","3045.45","235","1972-09-28","18","Mira",
"380","1975-03-01","6095.26","923","1992-08-09","16"," Skel",
"381","1999-04-26","5543.7","105","1989-10-29","5"," Polu",
"382","2017-05-26","7938.29","630","1986-12-17","8"," Polu",
"383","2017-06-15","1648.91","916","1984-12-04","12"," Skel",
"384","1970-07-18","6417.46","894","1982-12-05","2","Mira",
"385","2011-02-20","4979.66","610","1976-05-22","2","Mira",
"386","2015-02-24","8204.15","536","1999-02-20","12"," Polu",
"387","2005-01-19","3601.94","888","1970-01-22","14","Mira",
"388","1971-01-03","4855.51","487","1987-05-04","11","Mira",
"389","1973-09-16","1813.03","226","1975-04-22","11"," Skel",
"390","1992-06-06","5893.19","211","1973-08-29","18"," Polu",
"391","1974-10-24","4766.77","243","1979-06-11","8"," Skel",
"392","1971-06-25","4698.35","113","1979-09-29","9","Mira",
"393","2013-11-13","7212.45","94","1992-11-03","8","Mira",
"394","2000-04-02","7155.51","607","1973-08-10","1"," Polu",
"395","2007-12-17","5377.63","578","1973-01-06","17"," Polu",
"396","1995-09-24","1183.71","465","1992-05-27","2"," Skel",
"397","1992-04-11","4981.79","752","1981-02-15","2"," Skel",
"398","2005-05-15","4622.09","389","1972-02-13","12","Mira",
"399","2000-11-12","6525.49","532","1984-05-27","4"," Polu",
"400","2012-02-21","4796.7","94","1996-10-26","3"," Polu",
"401","2008-05-10","8878.16","67","1999-08-05","5"," Polu",
"402","1986-09-23","5343.41","865","1970-02-26","3"," Polu",
"403","1988-07-22","9506.67","519","1992-05-28","4"," Skel",
"404","1996-01-25","3751.28","291","1982-03-27","2","Mira",
"405","1973-10-18","5588.16","783","1996-06-27","6"," Skel",
"406","2017-02-03","3357.28","591","1981-01-19","10"," Polu",
"407","1972-03-01","4612.08","725","1992-07-10","2","Mira",
"408","1980-04-30","4720.03","137","1978-12-01","7","Mira",
"409","1983-09-16","5664.42","618","1976-11-19","3","Mira",
"410","1970-10-16","3718.64","993","1973-01-20","20"," Polu",
"411","1989-02-05","8854.04","914","1974-03-06","2"," Polu",
"412","2009-05-17","4942.12","503","1990-04-13","7"," Polu",
"413","2013-08-02","4667.71","463","1988-05-02","7","Mira",
"414","1981-04-16","6299.73","221","1990-01-26","14","Mira",
"415","1994-10-31","5154.51","903","1985-08-26","9"," Polu",
"416","2017-11-30","3266.68","392","1976-12-07","8","Mira",
"417","1996-10-24","5523.76","783","1980-06-29","5","Mira",
"418","1983-04-20","1704.74","255","1985-03-05","2","Mira",
"419","1996-02-11","2790.59","308","1975-03-29","19"," Polu",
"420","1978-01-15","8751.51","698","1971-04-23","16","Mira",
"421","2004-12-16","9991.62","705","1990-08-01","20"," Skel",
"422","2000-09-07","3250.8","50","1974-06-27","6"," Skel",
"423","2017-08-28","4474.15","707","1972-06-02","4","Mira",
"424","1971-05-01","7511.19","351","1996-09-14","7"," Skel",
"425","1984-10-07","5968.77","733","1975-08-06","6"," Skel",
"426","2007-12-12","5213.68","64","1989-05-27","1","Mira",
"427","1984-11-10","9814.98","56","1974-03-22","8"," Skel",
"428","2007-12-08","2205.41","868","1998-04-02","8","Mira",
"429","1975-08-20","4083.81","161","1986-04-11","12"," Skel",
"430","2004-11-21","4478.04","423","1976-03-14","12"," Polu",
"431","2002-10-20","9328.87","349","1994-06-02","10"," Polu",
"432","2010-09-05","1574.2","865","1994-04-26","16"," Skel",
"433","1970-05-28","3181.7","28","1973-06-27","14"," Polu",
"434","2020-05-27","5743.96","690","1983-02-12","14"," Skel",
"435","2005-12-24","4744.28","607","1997-01-07","18","Mira",
"436","2020-07-10","1926.9","813","1979-10-12","19"," Skel",
"437","1985-05-13","5101.37","128","1993-03-06","3","Mira",
"438","2015-08-11","5194.39","209","1972-01-10","20"," Skel",
"439","1987-03-19","9882.14","909","1977-11-01","6","Mira",
"440","2007-07-21","7790.75","486","1992-09-10","5"," Skel",
"441","1979-11-19","9841.03","75","1979-05-08","19"," Polu",
"442","1985-06-21","7853.35","131","1981-04-28","8"," Skel",
